FRAGMENT	FPFMIN	FPSMIN	FPFMAX	FPSMAX	FPFAVG	FPSAVG
BIWRLNLHQRIBOB-UHFFFAOYSA-N~Q08751	0.00	0.00	1.00	0.33	0.50	0.11
DNIAPMSPPWPWGF-UHFFFAOYSA-N~P00268	0.00	0.00	1.00	1.00	0.84	0.46
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q08751	0.00	0.00	1.00	1.00	0.17	0.17
PEDCQBHIVMGVHV-UHFFFAOYSA-N~P00268	0.00	0.00	1.00	1.00	0.64	0.14
POHLHDSBJAEFFB-UHFFFAOYSA-N~Q08751	0.00	0.00	1.00	1.00	0.24	0.16
QXAMTEJJAZOINB-UHFFFAOYSA-N~A5IL00	0.08	0.29	0.75	1.00	0.29	0.60
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q9GV41	0.70	1.00	0.70	1.00	0.70	1.00
QDHDQJXBEOUAGE-UHFFFAOYSA-N~A5IL00	0.08	0.29	0.75	1.00	0.29	0.60
KBVSUNBCTPQWJL-UHFFFAOYSA-N~Q08751	0.00	0.33	0.00	0.33	0.00	0.33
QRTDTRCGZCHEER-UHFFFAOYSA-N~Q9GV41	0.00	0.17	0.00	0.17	0.00	0.17
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q9GV41	0.25	0.60	0.25	0.60	0.25	0.60
QCHXLHKARBTJRC-UHFFFAOYSA-N~Q9GV41	0.00	0.25	0.00	0.25	0.00	0.25
HDEMQQHXNOJATE-UHFFFAOYSA-N~Q08751	0.00	0.00	1.00	0.67	0.12	0.15
PKRTWUQHAOJXBO-UHFFFAOYSA-N~Q9GV41	0.00	0.25	0.00	0.25	0.00	0.25
QWCKQJZIFLGMSD-UHFFFAOYSA-N~P05326	0.29	0.33	0.71	0.86	0.51	0.60
DOMXBIBBBIULRS-UHFFFAOYSA-N~Q9GV41	0.00	0.17	0.00	0.17	0.00	0.17
FGEPRNXUNITOCW-UHFFFAOYSA-N~P05326	0.00	0.00	1.00	1.00	0.27	0.35
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
GTAKOUPXIUWZIA-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q47KX2	1.00	0.60	1.00	0.60	1.00	0.60
RRQYJINTUHWNHW-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
XXJWXESWEXIICW-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
NJQRAAHKQQPUIT-UHFFFAOYSA-N~I6ZQW6	0.33	0.67	1.00	1.00	0.50	0.83
GFFGJBXGBJISGV-UHFFFAOYSA-N~I6ZQW6	0.67	0.67	1.00	1.00	0.78	0.78
WFSMVVDJSNMRAR-UHFFFAOYSA-N~P47243	1.00	1.00	1.00	1.00	1.00	1.00
QPMCUNAXNMSGTK-UHFFFAOYSA-N~Q47KX2	1.00	1.00	1.00	1.00	1.00	1.00
QNAYBMKLOCPYGJ-UHFFFAOYSA-N~Q47KX2	0.00	0.50	0.00	0.50	0.00	0.50
SQOXZSRJWWMMCL-UHFFFAOYSA-N~A0A1L8F5J9	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~A0A1L8F5J9	1.00	1.00	1.00	1.00	1.00	1.00
RBOFGEFNFKNYQR-UHFFFAOYSA-N~A0A1L8F5J9	1.00	1.00	1.00	1.00	1.00	1.00
DYBAQWLAKFCVBP-UHFFFAOYSA-N~A0A1L8F5J9	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~A0A1L8F5J9	0.00	0.00	1.00	1.00	0.95	0.80
KTFIIPGBMUUNEO-UHFFFAOYSA-N~A0A1L8F5J9	1.00	1.00	1.00	1.00	1.00	1.00
PKRTWUQHAOJXBO-UHFFFAOYSA-N~Q7WY73	0.00	0.50	0.00	0.50	0.00	0.50
ABGXADJDTPFFSZ-UHFFFAOYSA-N~Q00960	0.33	0.50	1.00	1.00	0.65	0.72
QRTDTRCGZCHEER-UHFFFAOYSA-N~Q7WY73	0.62	1.00	0.62	1.00	0.62	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q00960	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q00960	1.00	1.00	1.00	1.00	1.00	1.00
QCHXLHKARBTJRC-UHFFFAOYSA-N~Q7WY73	0.00	0.00	0.00	0.00	0.00	0.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~A7M5D7	1.00	1.00	1.00	1.00	1.00	1.00
DOMXBIBBBIULRS-UHFFFAOYSA-N~Q7WY73	0.40	1.00	0.40	1.00	0.40	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P25440	1.00	0.00	1.00	1.00	1.00	0.50
NJRFAMBTWHGSDE-UHFFFAOYSA-N~P25440	0.00	0.25	0.50	0.67	0.08	0.43
MXRBVRXQDKNIBH-UHFFFAOYSA-N~A0A1L8F5J9	0.00	0.00	1.00	1.00	0.76	0.39
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~P25440	1.00	0.00	1.00	1.00	1.00	0.50
WFSMVVDJSNMRAR-UHFFFAOYSA-N~P25440	0.00	0.00	1.00	0.50	0.17	0.08
RRQYJINTUHWNHW-UHFFFAOYSA-N~P25440	0.00	0.00	1.00	1.00	0.50	0.17
GTAKOUPXIUWZIA-UHFFFAOYSA-N~P25440	0.00	0.25	0.50	0.67	0.08	0.43
XXJWXESWEXIICW-UHFFFAOYSA-N~P25440	0.00	0.00	1.00	1.00	0.50	0.17
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9I420	1.00	0.00	1.00	1.00	1.00	0.33
KIAMPLQEZAMORJ-UHFFFAOYSA-N~P25440	0.00	0.00	1.00	0.50	0.17	0.08
OIVLITBTBDPEFK-UHFFFAOYSA-N~P27707	0.30	0.43	1.00	1.00	0.55	0.68
IKHGUXGNUITLKF-UHFFFAOYSA-N~B3PD60	0.00	0.33	0.00	0.33	0.00	0.33
LYCAIKOWRPUZTN-UHFFFAOYSA-N~P01876	0.00	0.00	1.00	0.00	0.33	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P26662	0.00	0.00	1.00	1.00	0.66	0.28
IWDCLRJOBJJRNH-UHFFFAOYSA-N~P59071	0.00	0.00	0.57	0.75	0.19	0.25
QPMCUNAXNMSGTK-UHFFFAOYSA-N~O67854	0.00	0.33	0.20	0.67	0.12	0.50
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P63096	0.24	0.18	1.00	1.00	0.57	0.50
UYTPUPDQBNUYGX-UHFFFAOYSA-N~P63096	0.19	0.30	1.00	1.00	0.61	0.70
ZUHZZVMEUAUWHY-UHFFFAOYSA-N~O67854	0.00	0.00	1.00	1.00	0.21	0.13
KZVAAIRBJJYZOW-UHFFFAOYSA-N~B3PD60	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P0A4V5	1.00	1.00	1.00	1.00	1.00	1.00
ALYNCZNDIQEVRV-UHFFFAOYSA-N~Q96RI1	0.08	0.10	0.69	0.88	0.33	0.38
FXWFZIRWWNPPOV-UHFFFAOYSA-N~Q96RI1	0.00	0.50	0.00	0.50	0.00	0.50
MKMRBXQLEMYZOY-UHFFFAOYSA-N~B3PD60	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P07846	0.00	0.00	1.00	1.00	0.33	0.33
VATYWCRQDJIRAI-UHFFFAOYSA-N~Q96RI1	0.00	0.00	1.00	0.83	0.22	0.21
RWQNBRDOKXIBIV-UHFFFAOYSA-N~P27707	0.25	0.40	0.75	0.75	0.43	0.55
IKHGUXGNUITLKF-UHFFFAOYSA-N~P25440	0.00	0.00	1.00	1.00	0.46	0.47
OQJVXNHMUWQQEW-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
XTXSRNPFTNSIFY-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
YHFJHVOMMPDGIQ-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
GLUUGHFHXGJENI-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
WFCSWCVEJLETKA-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
PVOAHINGSUIXLS-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
SRLQRYLPGNFEAI-UHFFFAOYSA-N~P10927	1.00	1.00	1.00	1.00	1.00	1.00
RAXXELZNTBOGNW-UHFFFAOYSA-N~P00698	0.00	0.00	0.00	0.00	0.00	0.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q3M5E0	1.00	0.00	1.00	0.00	1.00	0.00
XXJWXESWEXIICW-UHFFFAOYSA-N~Q3M5E0	0.00	0.00	0.00	0.00	0.00	0.00
QCHXLHKARBTJRC-UHFFFAOYSA-N~Q13HH1	0.00	0.00	0.00	0.50	0.00	0.17
QRTDTRCGZCHEER-UHFFFAOYSA-N~Q13HH1	0.00	0.00	0.12	0.50	0.04	0.17
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q3M5E0	1.00	0.00	1.00	0.00	1.00	0.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q3M5E0	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q13HH1	0.00	0.00	1.00	0.50	0.36	0.05
DOMXBIBBBIULRS-UHFFFAOYSA-N~Q13HH1	0.00	0.00	0.33	0.67	0.11	0.22
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P06276	0.00	0.00	1.00	0.50	0.33	0.17
PKRTWUQHAOJXBO-UHFFFAOYSA-N~Q13HH1	0.00	0.00	0.00	0.25	0.00	0.08
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P06276	1.00	0.00	1.00	1.00	1.00	0.33
WHKXNWSUYDTVJK-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.28	0.20
JVWDWSZRPWGRNI-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.24	0.19
IVSZLXZYQVIEFR-UHFFFAOYSA-N~P04585	0.00	0.00	1.00	0.75	0.16	0.15
NRNCQWQVCPBMII-UHFFFAOYSA-N~Q83XK4	0.00	0.10	1.00	1.00	0.24	0.44
RGSFGYAAUTVSQA-UHFFFAOYSA-N~Q07343	0.00	0.00	1.00	1.00	0.27	0.65
BJCLOXWGWKEQQW-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.29	0.23
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q9JI71	1.00	0.00	1.00	1.00	1.00	0.45
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q83XK4	0.00	0.25	1.00	1.00	0.61	0.70
SOSNZLGVKIPOSH-UHFFFAOYSA-N~nan	0.00	0.00	1.00	1.00	0.35	0.23
GLUUGHFHXGJENI-UHFFFAOYSA-N~Q83XK4	0.00	0.00	1.00	1.00	0.72	0.43
WFCSWCVEJLETKA-UHFFFAOYSA-N~Q83XK4	0.00	0.00	1.00	1.00	0.48	0.35
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q9JI71	0.00	0.00	1.00	1.00	0.30	0.25
XTXSRNPFTNSIFY-UHFFFAOYSA-N~Q83XK4	0.00	0.00	1.00	1.00	0.27	0.43
XLSCZYCIURNRFH-UHFFFAOYSA-N~P06276	0.00	0.00	1.00	1.00	0.23	0.25
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q83XK4	1.00	0.00	1.00	1.00	1.00	0.79
WXYQMZWCFSAKTA-UHFFFAOYSA-N~P06276	0.00	0.00	1.00	1.00	0.76	0.23
IKHGUXGNUITLKF-UHFFFAOYSA-N~P19698	1.00	0.00	1.00	1.00	1.00	0.91
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P19698	0.00	0.00	1.00	1.00	0.81	0.59
GFFGJBXGBJISGV-UHFFFAOYSA-N~O87131	0.33	0.67	1.00	1.00	0.47	0.83
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P42212	0.00	0.00	1.00	1.00	0.86	0.61
FFMZJRIUKRMUJN-UHFFFAOYSA-N~O87131	0.33	0.55	0.87	0.78	0.53	0.69
IQLMNJFYNWPSST-UHFFFAOYSA-N~O87131	0.10	0.22	0.40	0.67	0.32	0.42
ZHNUHDYFZUAESO-UHFFFAOYSA-N~Q07343	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~A0MK70	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9DC50	1.00	1.00	1.00	1.00	1.00	1.00
WFNLHDJJZSJARK-UHFFFAOYSA-N~Q4JIM5	0.50	0.57	0.50	0.57	0.50	0.57
GLUUGHFHXGJENI-UHFFFAOYSA-N~Q9DC50	1.00	0.00	1.00	1.00	1.00	0.67
XTXSRNPFTNSIFY-UHFFFAOYSA-N~Q9DC50	0.30	0.62	0.94	1.00	0.56	0.77
WFCSWCVEJLETKA-UHFFFAOYSA-N~Q9DC50	0.00	0.00	1.00	1.00	0.67	0.40
NRNCQWQVCPBMII-UHFFFAOYSA-N~Q9DC50	0.32	0.56	1.00	1.00	0.57	0.74
GLUUGHFHXGJENI-UHFFFAOYSA-N~Q4JIM5	1.00	1.00	1.00	1.00	1.00	1.00
WFCSWCVEJLETKA-UHFFFAOYSA-N~Q4JIM5	1.00	1.00	1.00	1.00	1.00	1.00
ZXRLWHGLEJGMNO-UHFFFAOYSA-N~Q4JIM5	1.00	1.00	1.00	1.00	1.00	1.00
IVMPJEDZVUCBDI-UHFFFAOYSA-N~Q4JIM5	0.75	0.62	0.75	0.62	0.75	0.62
VCYYRDKGHLOTQU-UHFFFAOYSA-N~Q9JI71	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q4JIM5	1.00	1.00	1.00	1.00	1.00	1.00
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q9JI71	1.00	1.00	1.00	1.00	1.00	1.00
WZHKDGJSXCTSCK-UHFFFAOYSA-N~P19793	0.00	0.00	0.00	0.00	0.00	0.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q9JI71	1.00	1.00	1.00	1.00	1.00	1.00
OBAOAZLGEDFDPD-UHFFFAOYSA-N~P19793	0.00	0.25	1.00	1.00	0.60	0.62
KBOJMOXVQVJSGV-UHFFFAOYSA-N~P19793	0.80	0.25	1.00	1.00	0.97	0.62
AUCXIGOESXVILY-UHFFFAOYSA-N~P19793	0.00	0.00	1.00	1.00	0.52	0.58
KUEVAPFABUUVHS-UHFFFAOYSA-N~P19793	0.40	0.25	1.00	1.00	0.80	0.56
UHOVQNZJYSORNB-UHFFFAOYSA-N~O35627	0.10	0.33	1.00	1.00	0.33	0.57
IJDNQMDRQITEOD-UHFFFAOYSA-N~P19793	0.00	0.00	1.00	1.00	0.33	0.33
SNDZDGQLFKEBLF-UHFFFAOYSA-N~Q9AYY6	0.25	0.12	0.86	0.67	0.50	0.29
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P45359	1.00	0.00	1.00	1.00	1.00	0.85
IKHGUXGNUITLKF-UHFFFAOYSA-N~P45359	0.14	0.00	0.14	0.00	0.14	0.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q2RSB2	0.00	0.00	1.00	1.00	0.40	0.13
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q83XK4	0.00	0.00	1.00	1.00	0.25	0.46
XYUAXZDQSDTCHO-UHFFFAOYSA-N~P04585	0.00	0.00	0.71	1.00	0.13	0.35
GFFGJBXGBJISGV-UHFFFAOYSA-N~P06213	0.33	0.67	1.00	1.00	0.67	0.83
MCHWWJLLPNDHGL-UHFFFAOYSA-N~Q2RSB2	0.00	0.00	1.00	1.00	0.40	0.12
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q2RSB2	0.00	0.00	1.00	1.00	0.11	0.15
NMTZPYLSXWGDPW-UHFFFAOYSA-N~P45359	1.00	1.00	1.00	1.00	1.00	1.00
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q2RSB4	0.00	0.00	1.00	1.00	0.15	0.28
UFULAYFCSOUIOV-UHFFFAOYSA-N~P45359	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~P45359	0.56	0.60	0.56	0.60	0.56	0.60
QJYRUYURLPTHLR-UHFFFAOYSA-N~O74101	0.05	0.38	0.05	0.38	0.05	0.38
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q2RSB4	0.12	0.33	1.00	1.00	0.36	0.59
UYTPUPDQBNUYGX-UHFFFAOYSA-N~Q9HVI1	0.00	0.14	0.71	1.00	0.15	0.31
IKHGUXGNUITLKF-UHFFFAOYSA-N~P71817	0.00	0.00	1.00	0.50	0.28	0.05
PCXDJQZLDDHMGX-UHFFFAOYSA-N~P45359	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q2RSB2	0.00	0.00	1.00	1.00	0.35	0.43
KBVSUNBCTPQWJL-UHFFFAOYSA-N~A0A0U5Q247	1.00	1.00	1.00	1.00	1.00	1.00
DAYKBIZRMJSWHJ-UHFFFAOYSA-N~A0A0U5Q247	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~A0A0U5Q247	1.00	1.00	1.00	1.00	1.00	1.00
HTPYVMJWNLSCMT-UHFFFAOYSA-N~A0A0U5Q247	0.00	0.67	1.00	1.00	0.30	0.78
VUFNOHJWEJFGPQ-UHFFFAOYSA-N~A0A0U5Q247	1.00	0.00	1.00	1.00	1.00	0.50
DBJCKEDPBMXJIO-UHFFFAOYSA-N~A0A0U5Q247	1.00	1.00	1.00	1.00	1.00	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~A0A0U5Q247	1.00	0.00	1.00	1.00	1.00	0.33
TVMXDCGIABBOFY-UHFFFAOYSA-N~O67854	0.00	0.00	1.00	1.00	0.36	0.23
VCYYRDKGHLOTQU-UHFFFAOYSA-N~A0A0U5Q247	1.00	1.00	1.00	1.00	1.00	1.00
BDAGIHXWWSANSR-UHFFFAOYSA-N~A0A063X4U8	0.00	0.00	1.00	0.00	0.33	0.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~A0A063X4U8	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~A0A0H2UP67	0.00	0.00	1.00	1.00	0.33	0.33
XOBKSJJDNFUZPF-UHFFFAOYSA-N~A0A063X4U8	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P01909	0.00	0.00	1.00	1.00	0.93	0.93
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P01909	0.00	0.00	1.00	1.00	0.85	0.86
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q8NBK3	1.00	1.00	1.00	1.00	1.00	1.00
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q8NBK3	1.00	1.00	1.00	1.00	1.00	1.00
LYIGAEZYLMGZDP-UHFFFAOYSA-N~Q8NBK3	0.38	0.80	0.38	0.80	0.38	0.80
XDTMQSROBMDMFD-UHFFFAOYSA-N~Q8NBK3	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q83QT8	1.00	1.00	1.00	1.00	1.00	1.00
VCYYRDKGHLOTQU-UHFFFAOYSA-N~Q8NBK3	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q8NBK3	1.00	1.00	1.00	1.00	1.00	1.00
NBBJYMSMWIIQGU-UHFFFAOYSA-N~Q8Y775	0.00	0.00	0.50	0.50	0.08	0.18
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q8NBK3	0.00	0.00	1.00	1.00	0.86	0.86
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
ISAKRJDGNUQOIC-UHFFFAOYSA-N~Q83QT8	0.00	0.00	1.00	1.00	0.22	0.23
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
WFSMVVDJSNMRAR-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
XXJWXESWEXIICW-UHFFFAOYSA-N~Q8Y775	1.00	1.00	1.00	1.00	1.00	1.00
TVMXDCGIABBOFY-UHFFFAOYSA-N~P31356	0.00	0.33	1.00	1.00	0.49	0.71
KBOJMOXVQVJSGV-UHFFFAOYSA-N~P31356	1.00	0.50	1.00	1.00	1.00	0.84
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P31356	0.00	0.33	1.00	1.00	0.29	0.58
QMMOXUPEWRXHJS-UHFFFAOYSA-N~P31356	0.00	0.50	1.00	1.00	0.18	0.76
MPCAJMNYNOGXPB-UHFFFAOYSA-N~O67854	0.00	0.00	1.00	1.00	0.53	0.17
ZXLUFQJSMQSMTR-UHFFFAOYSA-N~P31356	0.00	0.50	1.00	1.00	0.46	0.76
GQVMHMFBVWSSPF-UHFFFAOYSA-N~P31356	1.00	0.67	1.00	1.00	1.00	0.91
KOXWOWPVSGRFCZ-UHFFFAOYSA-N~P31356	0.60	0.67	1.00	1.00	0.89	0.91
XGQJZNCFDLXSIJ-UHFFFAOYSA-N~P31356	1.00	1.00	1.00	1.00	1.00	1.00
OBAOAZLGEDFDPD-UHFFFAOYSA-N~P31356	1.00	0.50	1.00	1.00	1.00	0.86
KUEVAPFABUUVHS-UHFFFAOYSA-N~P31356	1.00	0.67	1.00	1.00	1.00	0.91
KSMVZQYAVGTKIV-UHFFFAOYSA-N~P31356	1.00	1.00	1.00	1.00	1.00	1.00
AUCXIGOESXVILY-UHFFFAOYSA-N~P31356	1.00	0.50	1.00	1.00	1.00	0.86
BKOOMYPCSUNDGP-UHFFFAOYSA-N~P31356	0.00	0.50	1.00	1.00	0.38	0.74
NGHVIOIJCVXTGV-UHFFFAOYSA-N~P12256	0.12	0.40	0.12	0.40	0.12	0.40
XFFILAFLGDUMBF-UHFFFAOYSA-N~P12256	0.20	0.40	0.20	0.40	0.20	0.40
IKHGUXGNUITLKF-UHFFFAOYSA-N~P12256	1.00	1.00	1.00	1.00	1.00	1.00
UHOVQNZJYSORNB-UHFFFAOYSA-N~P12256	0.33	0.50	0.33	0.50	0.33	0.50
QQMUWUTVXOLBAL-UHFFFAOYSA-N~P12256	0.00	0.33	0.00	0.33	0.00	0.33
LYCAIKOWRPUZTN-UHFFFAOYSA-N~Q83QT8	1.00	1.00	1.00	1.00	1.00	1.00
WXYQMZWCFSAKTA-UHFFFAOYSA-N~P08246	1.00	0.00	1.00	1.00	1.00	0.34
QPMCUNAXNMSGTK-UHFFFAOYSA-N~P0AE20	1.00	1.00	1.00	1.00	1.00	1.00
XLSCZYCIURNRFH-UHFFFAOYSA-N~P08246	0.00	0.00	1.00	1.00	0.22	0.26
XDTMQSROBMDMFD-UHFFFAOYSA-N~A0A0M3KL32	1.00	0.75	1.00	0.75	1.00	0.75
DIOQZVSQGTUSAI-UHFFFAOYSA-N~Q12051	0.20	0.00	0.75	1.00	0.50	0.43
SQOXZSRJWWMMCL-UHFFFAOYSA-N~O60603	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~O60603	1.00	0.00	1.00	1.00	1.00	0.57
MXRBVRXQDKNIBH-UHFFFAOYSA-N~O60603	0.00	0.00	1.00	1.00	0.50	0.50
KBVSUNBCTPQWJL-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P05362	0.00	0.00	1.00	1.00	0.84	0.44
MPCAJMNYNOGXPB-UHFFFAOYSA-N~O60603	1.00	1.00	1.00	1.00	1.00	1.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~P05362	0.00	0.00	1.00	1.00	0.74	0.41
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P01909	0.25	0.20	0.25	0.20	0.25	0.20
DAYKBIZRMJSWHJ-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~O60603	1.00	0.00	1.00	1.00	1.00	0.24
SYNQCHHUCDDFHE-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
HTPYVMJWNLSCMT-UHFFFAOYSA-N~P01909	0.46	0.50	0.46	0.50	0.46	0.50
VUFNOHJWEJFGPQ-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
DBJCKEDPBMXJIO-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
XPFZSQWNBYCQMP-UHFFFAOYSA-N~P01909	1.00	1.00	1.00	1.00	1.00	1.00
PKRTWUQHAOJXBO-UHFFFAOYSA-N~P07998	0.45	0.42	0.45	0.42	0.45	0.42
QRTDTRCGZCHEER-UHFFFAOYSA-N~P07998	0.44	0.43	0.44	0.43	0.44	0.43
QCHXLHKARBTJRC-UHFFFAOYSA-N~P07998	0.15	0.25	0.15	0.25	0.15	0.25
DOMXBIBBBIULRS-UHFFFAOYSA-N~P07998	0.12	0.30	0.12	0.30	0.12	0.30
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P22894	1.00	0.00	1.00	0.00	1.00	0.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P01902	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P01902	1.00	1.00	1.00	1.00	1.00	1.00
QTBSBXVTEAMEQO-UHFFFAOYSA-N~P13922	0.00	0.33	0.00	0.33	0.00	0.33
KJPRLNWUNMBNBZ-UHFFFAOYSA-N~P13922	0.00	0.33	0.00	0.33	0.00	0.33
IKHGUXGNUITLKF-UHFFFAOYSA-N~P13922	1.00	0.00	1.00	0.00	1.00	0.00
YXFVVABEGXRONW-UHFFFAOYSA-N~P13922	0.00	0.50	0.00	0.50	0.00	0.50
NJQRAAHKQQPUIT-UHFFFAOYSA-N~P13922	0.00	0.00	1.00	1.00	0.30	0.44
GFFGJBXGBJISGV-UHFFFAOYSA-N~P13922	0.00	0.17	1.00	1.00	0.16	0.50
RBOFGEFNFKNYQR-UHFFFAOYSA-N~P07267	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~O05979	0.00	0.25	1.00	0.75	0.28	0.50
ZRSNZINYAWTAHE-UHFFFAOYSA-N~O25928	0.00	0.00	0.00	0.00	0.00	0.00
